Age,HE4,Menopause,CA125,ALB,NEU,LYM%,ALP,PLT,LYM#,AST,PCT,IBIL,TBIL,CA72-4,GLO,MONO#,HGB,Na,CEA,Ca,GLU.,DBIL,TP,MCH
-0.06325020600665754,-0.22781728864820822,0.0,-0.041539093553307545,0.028925541592174465,-0.03439241743212422,-0.034030022418300894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02479256799974459,0.0,0.0,0.0,0.010237628992360581,0.0,0.015912446023562194,0.0,0.0,0.04948400031746063
-0.036995441386646635,0.09573171051620029,0.0,0.16135370213768793,-0.04968325721644936,0.03815606395391032,-0.02942017687957618,0.0,0.0,0.04635140296066332,0.0,0.0,0.0,0.0,0.0,-0.05018837664905266,0.0,0.0,-0.02823992724978916,0.0,0.0,0.0,0.0,0.0,0.03692890121501166
-0.04512788421858958,-0.10309503599747563,0.0,-0.0344169666117667,0.0,0.0,-0.02854992581189244,0.0,0.0,-0.010719214355852935,0.0,0.0,0.0,0.0,0.0,-0.05655647912247464,-0.010646186639264846,-0.012847202496244728,0.0,-0.011868375086992108,0.0,0.0,0.0,0.0,-0.0542617695481516
0.0,0.1588237420988082,0.0,0.10207483153475304,0.02454256789840462,0.06307345401519857,0.057091358442454346,0.0,0.0,0.0,0.0,0.0,0.0,0.00734642784272993,0.0,0.027751500993707868,0.011427880708171414,0.0,0.0,0.013920278654209665,0.0,0.0,0.0,0.0,0.040572845430257805
-0.017997785055015997,-0.1363841756151231,0.0,-0.027745022375438622,-0.02756205663328529,-0.061020232294023855,-0.029356360896459228,0.0,0.0,-0.027787895031465695,0.0,0.0,0.0,0.0,0.0,-0.03617629531121911,0.0,-0.010337611360148657,0.0,0.0,0.0,0.0,0.0,0.0,-0.04265930041742919
-0.04022401603590869,0.20923269652962057,0.0,0.13000287561783525,-0.04277263813786935,-0.050432821983513135,-0.052783060559573595,0.0,0.0,-0.050864498055829675,0.0,0.0,0.0,0.0,0.0,0.02156532585513124,0.0,0.0,0.0,0.0,0.0,-0.02256198615177299,0.0,0.0,0.0628582541852901
0.0346929843990816,0.10948234396531012,0.0,0.10554457477385064,0.024615436078061874,0.016182749482442332,0.06552480161485964,0.0,0.0,0.03537013708168865,0.0,0.0,0.0,0.010050991681985255,0.0,0.0,0.0,0.026456344139013203,0.0,0.0,0.0,0.0,0.0,0.0,0.029403317336819695
0.025395354810290118,0.21475220602277106,0.0,0.11834020300209135,-0.04248675404766231,0.06825815214369751,-0.04242412330193165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0365410823870757,-0.01741803252763141,0.0,0.0,0.0,0.0,-0.019987154263835183,0.0,0.0,-0.04885869280444257
0.050295202591161214,0.0,0.0,0.02778938018602735,0.014472276160830673,0.07258724873046146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009576525884406368,0.00801451951704029,0.04160569069817447,0.0,0.01065385860874327,0.0,0.0016601761539556947,0.0,0.0,0.04075957274374783
0.04267284597711866,0.18894841129771803,0.0,0.0,0.0,0.021548671303950186,0.04461931816617504,0.0,0.0,0.03309064489484278,0.0,0.0,0.0,0.0,0.0,-0.059465211026354436,0.0,0.05017685434281096,0.007840233168999481,0.012954957498915492,0.0,0.0,0.0,0.0,0.046280987216534536
0.04060187913988391,0.20335608349753972,0.0,0.01548980723930735,0.02633169231797032,0.06112875143298837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017756632538531304,0.012693541513809525,0.0,0.0037353613345778025,0.01581662895457666,0.0,0.0,0.0,0.0,0.0496277229025316
0.044763519659000696,0.17145434436898394,0.0,0.06965940601449681,0.02088928645093756,0.06267728517507024,-0.04323481183631395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017624596027889485,0.01926126012770254,0.04181121257287269,0.0,0.0,0.0,0.0,0.0,0.0,0.03728181691678944
0.024899556855545155,0.22128562965611917,0.0,0.0,0.0,0.05253617454212511,0.05217160441379854,0.0,0.0,0.03760038088040038,0.0,0.0,0.0,0.0,0.0,0.019660863186300732,0.0,0.04610016016914372,0.010014595901038703,0.012933692228057266,0.0,0.0,0.0,0.0,0.04606837656045854
-0.05262650284489275,-0.022310849811594403,0.0,0.089687681612476,0.0,0.07912877963939559,-0.0324636728606319,0.0,0.0,-0.035291331931274435,0.0,0.0,0.0,0.014367881114227266,0.0,0.02816799506811873,0.0,0.0,0.0,0.015499732970460693,0.0,0.0,0.0,0.0,0.055964498984157354
-0.03429246215046026,-0.16872177427393323,0.0,-0.03671326268419776,-0.03551924193116124,-0.05842249834040701,-0.028781008592136392,0.0,0.0,-0.034829638195129124,0.0,0.0,0.0,0.0,0.0,0.021766539347595315,0.0,-0.012553080481561622,0.0,0.0,0.0,0.0,0.0,0.0,0.023226168378491212
0.047227581658118,0.2202127362747366,0.0,0.0,0.02102042050830672,0.020194005246348973,0.05441130494427736,0.0,0.003638959476707948,0.029497914691224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04507137825196842,0.0,0.0,0.007229328365529466,0.0,0.0,0.0,0.03827785867678911
